definition_id,cohort_period,segment_dimension,segment_value,period_index,observed_denominator,retained_users,retention_rate,suppression_status
activation_retention,2025-W08,acquisition_channel,paid_search,3,1,0,0.0,shown
activation_retention,2025-W05,acquisition_channel,partner_referral,3,1,0,0.0,shown
activation_retention,2025-W02,acquisition_channel,product_led_referral,3,2,2,1.0,shown
activation_retention,2025-W03,acquisition_channel,product_led_referral,3,2,0,0.0,shown
activation_retention,2025-W08,acquisition_channel,product_led_referral,3,1,1,1.0,shown
activation_retention,2025-W05,acquisition_channel,content_marketing,4,1,0,0.0,shown
activation_retention,2025-W04,acquisition_channel,organic_search,4,1,0,0.0,shown
activation_retention,2025-W05,acquisition_channel,organic_search,4,1,0,0.0,shown
activation_retention,2025-W06,acquisition_channel,organic_search,4,1,0,0.0,shown
activation_retention,2025-W07,acquisition_channel,organic_search,4,1,1,1.0,shown
activation_retention,2025-W08,acquisition_channel,paid_search,4,1,0,0.0,shown
activation_retention,2025-W05,acquisition_channel,partner_referral,4,1,0,0.0,shown
activation_retention,2025-W02,acquisition_channel,product_led_referral,4,2,1,0.5,shown
activation_retention,2025-W03,acquisition_channel,product_led_referral,4,2,0,0.0,shown
activation_retention,2025-W08,acquisition_channel,product_led_referral,4,1,1,1.0,shown
activation_retention,2025-W05,acquisition_channel,content_marketing,5,1,0,0.0,shown
activation_retention,2025-W04,acquisition_channel,organic_search,5,1,0,0.0,shown
activation_retention,2025-W05,acquisition_channel,organic_search,5,1,0,0.0,shown
activation_retention,2025-W06,acquisition_channel,organic_search,5,1,0,0.0,shown
activation_retention,2025-W07,acquisition_channel,organic_search,5,1,1,1.0,shown
activation_retention,2025-W08,acquisition_channel,paid_search,5,1,0,0.0,shown
activation_retention,2025-W05,acquisition_channel,partner_referral,5,1,0,0.0,shown
activation_retention,2025-W02,acquisition_channel,product_led_referral,5,2,0,0.0,shown
activation_retention,2025-W03,acquisition_channel,product_led_referral,5,2,0,0.0,shown
activation_retention,2025-W08,acquisition_channel,product_led_referral,5,1,0,0.0,shown
activation_retention,2025-W05,acquisition_channel,content_marketing,6,1,0,0.0,shown
activation_retention,2025-W04,acquisition_channel,organic_search,6,1,0,0.0,shown
activation_retention,2025-W05,acquisition_channel,organic_search,6,1,0,0.0,shown
activation_retention,2025-W06,acquisition_channel,organic_search,6,1,0,0.0,shown
activation_retention,2025-W07,acquisition_channel,organic_search,6,1,0,0.0,shown
activation_retention,2025-W08,acquisition_channel,paid_search,6,1,0,0.0,shown
activation_retention,2025-W05,acquisition_channel,partner_referral,6,1,0,0.0,shown
activation_retention,2025-W02,acquisition_channel,product_led_referral,6,2,0,0.0,shown
activation_retention,2025-W03,acquisition_channel,product_led_referral,6,2,0,0.0,shown
activation_retention,2025-W08,acquisition_channel,product_led_referral,6,1,0,0.0,shown
activation_retention,2025-W05,acquisition_channel,content_marketing,7,1,0,0.0,shown
activation_retention,2025-W04,acquisition_channel,organic_search,7,1,0,0.0,shown
activation_retention,2025-W05,acquisition_channel,organic_search,7,1,0,0.0,shown
activation_retention,2025-W06,acquisition_channel,organic_search,7,1,0,0.0,shown
activation_retention,2025-W07,acquisition_channel,organic_search,7,1,0,0.0,shown
activation_retention,2025-W08,acquisition_channel,paid_search,7,1,0,0.0,shown
activation_retention,2025-W05,acquisition_channel,partner_referral,7,1,0,0.0,shown
activation_retention,2025-W02,acquisition_channel,product_led_referral,7,2,0,0.0,shown
activation_retention,2025-W03,acquisition_channel,product_led_referral,7,2,0,0.0,shown
activation_retention,2025-W08,acquisition_channel,product_led_referral,7,1,0,0.0,shown
activation_retention,2025-W05,acquisition_channel,content_marketing,8,1,0,0.0,shown
activation_retention,2025-W04,acquisition_channel,organic_search,8,1,0,0.0,shown
activation_retention,2025-W05,acquisition_channel,organic_search,8,1,0,0.0,shown
activation_retention,2025-W06,acquisition_channel,organic_search,8,1,0,0.0,shown
activation_retention,2025-W07,acquisition_channel,organic_search,8,1,0,0.0,shown
activation_retention,2025-W08,acquisition_channel,paid_search,8,1,0,0.0,shown
activation_retention,2025-W05,acquisition_channel,partner_referral,8,1,0,0.0,shown
activation_retention,2025-W02,acquisition_channel,product_led_referral,8,2,0,0.0,shown
activation_retention,2025-W03,acquisition_channel,product_led_referral,8,2,0,0.0,shown
activation_retention,2025-W08,acquisition_channel,product_led_referral,8,1,0,0.0,shown
activation_retention,2025-W02,activated,True,0,2,2,1.0,shown
activation_retention,2025-W03,activated,True,0,2,2,1.0,shown
activation_retention,2025-W04,activated,True,0,1,1,1.0,shown
activation_retention,2025-W05,activated,True,0,3,3,1.0,shown
activation_retention,2025-W06,activated,True,0,1,1,1.0,shown
activation_retention,2025-W07,activated,True,0,1,1,1.0,shown
activation_retention,2025-W08,activated,True,0,2,2,1.0,shown
activation_retention,2025-W02,activated,True,1,2,2,1.0,shown
activation_retention,2025-W03,activated,True,1,2,1,0.5,shown
activation_retention,2025-W04,activated,True,1,1,1,1.0,shown
activation_retention,2025-W05,activated,True,1,3,3,1.0,shown
activation_retention,2025-W06,activated,True,1,1,1,1.0,shown
activation_retention,2025-W07,activated,True,1,1,1,1.0,shown
activation_retention,2025-W08,activated,True,1,2,2,1.0,shown
activation_retention,2025-W02,activated,True,2,2,2,1.0,shown
activation_retention,2025-W03,activated,True,2,2,1,0.5,shown
activation_retention,2025-W04,activated,True,2,1,1,1.0,shown
activation_retention,2025-W05,activated,True,2,3,3,1.0,shown
activation_retention,2025-W06,activated,True,2,1,0,0.0,shown
activation_retention,2025-W07,activated,True,2,1,1,1.0,shown
activation_retention,2025-W08,activated,True,2,2,2,1.0,shown
activation_retention,2025-W02,activated,True,3,2,2,1.0,shown
activation_retention,2025-W03,activated,True,3,2,0,0.0,shown
activation_retention,2025-W04,activated,True,3,1,1,1.0,shown
activation_retention,2025-W05,activated,True,3,3,1,0.333333,shown
activation_retention,2025-W06,activated,True,3,1,0,0.0,shown
activation_retention,2025-W07,activated,True,3,1,1,1.0,shown
activation_retention,2025-W08,activated,True,3,2,1,0.5,shown
activation_retention,2025-W02,activated,True,4,2,1,0.5,shown
activation_retention,2025-W03,activated,True,4,2,0,0.0,shown
activation_retention,2025-W04,activated,True,4,1,0,0.0,shown
activation_retention,2025-W05,activated,True,4,3,0,0.0,shown
activation_retention,2025-W06,activated,True,4,1,0,0.0,shown
activation_retention,2025-W07,activated,True,4,1,1,1.0,shown
activation_retention,2025-W08,activated,True,4,2,1,0.5,shown
activation_retention,2025-W02,activated,True,5,2,0,0.0,shown
activation_retention,2025-W03,activated,True,5,2,0,0.0,shown
activation_retention,2025-W04,activated,True,5,1,0,0.0,shown
activation_retention,2025-W05,activated,True,5,3,0,0.0,shown
activation_retention,2025-W06,activated,True,5,1,0,0.0,shown
activation_retention,2025-W07,activated,True,5,1,1,1.0,shown
activation_retention,2025-W08,activated,True,5,2,0,0.0,shown
activation_retention,2025-W02,activated,True,6,2,0,0.0,shown
activation_retention,2025-W03,activated,True,6,2,0,0.0,shown
activation_retention,2025-W04,activated,True,6,1,0,0.0,shown
activation_retention,2025-W05,activated,True,6,3,0,0.0,shown
activation_retention,2025-W06,activated,True,6,1,0,0.0,shown
activation_retention,2025-W07,activated,True,6,1,0,0.0,shown
activation_retention,2025-W08,activated,True,6,2,0,0.0,shown
activation_retention,2025-W02,activated,True,7,2,0,0.0,shown
activation_retention,2025-W03,activated,True,7,2,0,0.0,shown
activation_retention,2025-W04,activated,True,7,1,0,0.0,shown
activation_retention,2025-W05,activated,True,7,3,0,0.0,shown
activation_retention,2025-W06,activated,True,7,1,0,0.0,shown
activation_retention,2025-W07,activated,True,7,1,0,0.0,shown
activation_retention,2025-W08,activated,True,7,2,0,0.0,shown
activation_retention,2025-W02,activated,True,8,2,0,0.0,shown
activation_retention,2025-W03,activated,True,8,2,0,0.0,shown
activation_retention,2025-W04,activated,True,8,1,0,0.0,shown
activation_retention,2025-W05,activated,True,8,3,0,0.0,shown
activation_retention,2025-W06,activated,True,8,1,0,0.0,shown
activation_retention,2025-W07,activated,True,8,1,0,0.0,shown
activation_retention,2025-W08,activated,True,8,2,0,0.0,shown
activation_retention,2025-W02,automation_adopter,False,0,1,1,1.0,shown
activation_retention,2025-W03,automation_adopter,False,0,2,2,1.0,shown
activation_retention,2025-W04,automation_adopter,False,0,1,1,1.0,shown
activation_retention,2025-W05,automation_adopter,False,0,3,3,1.0,shown
activation_retention,2025-W06,automation_adopter,False,0,1,1,1.0,shown
activation_retention,2025-W07,automation_adopter,False,0,1,1,1.0,shown
activation_retention,2025-W08,automation_adopter,False,0,2,2,1.0,shown
activation_retention,2025-W02,automation_adopter,True,0,1,1,1.0,shown
activation_retention,2025-W02,automation_adopter,False,1,1,1,1.0,shown
activation_retention,2025-W03,automation_adopter,False,1,2,1,0.5,shown
activation_retention,2025-W04,automation_adopter,False,1,1,1,1.0,shown
activation_retention,2025-W05,automation_adopter,False,1,3,3,1.0,shown
activation_retention,2025-W06,automation_adopter,False,1,1,1,1.0,shown
activation_retention,2025-W07,automation_adopter,False,1,1,1,1.0,shown
activation_retention,2025-W08,automation_adopter,False,1,2,2,1.0,shown
activation_retention,2025-W02,automation_adopter,True,1,1,1,1.0,shown
activation_retention,2025-W02,automation_adopter,False,2,1,1,1.0,shown
activation_retention,2025-W03,automation_adopter,False,2,2,1,0.5,shown
activation_retention,2025-W04,automation_adopter,False,2,1,1,1.0,shown
activation_retention,2025-W05,automation_adopter,False,2,3,3,1.0,shown
activation_retention,2025-W06,automation_adopter,False,2,1,0,0.0,shown
activation_retention,2025-W07,automation_adopter,False,2,1,1,1.0,shown
activation_retention,2025-W08,automation_adopter,False,2,2,2,1.0,shown
activation_retention,2025-W02,automation_adopter,True,2,1,1,1.0,shown
activation_retention,2025-W02,automation_adopter,False,3,1,1,1.0,shown
activation_retention,2025-W03,automation_adopter,False,3,2,0,0.0,shown
activation_retention,2025-W04,automation_adopter,False,3,1,1,1.0,shown
activation_retention,2025-W05,automation_adopter,False,3,3,1,0.333333,shown
activation_retention,2025-W06,automation_adopter,False,3,1,0,0.0,shown
activation_retention,2025-W07,automation_adopter,False,3,1,1,1.0,shown
activation_retention,2025-W08,automation_adopter,False,3,2,1,0.5,shown
activation_retention,2025-W02,automation_adopter,True,3,1,1,1.0,shown
activation_retention,2025-W02,automation_adopter,False,4,1,0,0.0,shown
activation_retention,2025-W03,automation_adopter,False,4,2,0,0.0,shown
activation_retention,2025-W04,automation_adopter,False,4,1,0,0.0,shown
activation_retention,2025-W05,automation_adopter,False,4,3,0,0.0,shown
activation_retention,2025-W06,automation_adopter,False,4,1,0,0.0,shown
activation_retention,2025-W07,automation_adopter,False,4,1,1,1.0,shown
activation_retention,2025-W08,automation_adopter,False,4,2,1,0.5,shown
activation_retention,2025-W02,automation_adopter,True,4,1,1,1.0,shown
activation_retention,2025-W02,automation_adopter,False,5,1,0,0.0,shown
activation_retention,2025-W03,automation_adopter,False,5,2,0,0.0,shown
activation_retention,2025-W04,automation_adopter,False,5,1,0,0.0,shown
activation_retention,2025-W05,automation_adopter,False,5,3,0,0.0,shown
activation_retention,2025-W06,automation_adopter,False,5,1,0,0.0,shown
activation_retention,2025-W07,automation_adopter,False,5,1,1,1.0,shown
activation_retention,2025-W08,automation_adopter,False,5,2,0,0.0,shown
activation_retention,2025-W02,automation_adopter,True,5,1,0,0.0,shown
activation_retention,2025-W02,automation_adopter,False,6,1,0,0.0,shown
activation_retention,2025-W03,automation_adopter,False,6,2,0,0.0,shown
activation_retention,2025-W04,automation_adopter,False,6,1,0,0.0,shown
activation_retention,2025-W05,automation_adopter,False,6,3,0,0.0,shown
activation_retention,2025-W06,automation_adopter,False,6,1,0,0.0,shown
activation_retention,2025-W07,automation_adopter,False,6,1,0,0.0,shown
activation_retention,2025-W08,automation_adopter,False,6,2,0,0.0,shown
activation_retention,2025-W02,automation_adopter,True,6,1,0,0.0,shown
activation_retention,2025-W02,automation_adopter,False,7,1,0,0.0,shown
activation_retention,2025-W03,automation_adopter,False,7,2,0,0.0,shown
activation_retention,2025-W04,automation_adopter,False,7,1,0,0.0,shown
activation_retention,2025-W05,automation_adopter,False,7,3,0,0.0,shown
activation_retention,2025-W06,automation_adopter,False,7,1,0,0.0,shown
activation_retention,2025-W07,automation_adopter,False,7,1,0,0.0,shown
activation_retention,2025-W08,automation_adopter,False,7,2,0,0.0,shown
activation_retention,2025-W02,automation_adopter,True,7,1,0,0.0,shown
activation_retention,2025-W02,automation_adopter,False,8,1,0,0.0,shown
activation_retention,2025-W03,automation_adopter,False,8,2,0,0.0,shown
activation_retention,2025-W04,automation_adopter,False,8,1,0,0.0,shown
activation_retention,2025-W05,automation_adopter,False,8,3,0,0.0,shown
activation_retention,2025-W06,automation_adopter,False,8,1,0,0.0,shown
activation_retention,2025-W07,automation_adopter,False,8,1,0,0.0,shown
activation_retention,2025-W08,automation_adopter,False,8,2,0,0.0,shown
activation_retention,2025-W02,automation_adopter,True,8,1,0,0.0,shown
activation_retention,2025-W03,collaboration_adopter,False,0,1,1,1.0,shown
activation_retention,2025-W05,collaboration_adopter,False,0,1,1,1.0,shown
activation_retention,2025-W06,collaboration_adopter,False,0,1,1,1.0,shown
activation_retention,2025-W02,collaboration_adopter,True,0,2,2,1.0,shown
activation_retention,2025-W03,collaboration_adopter,True,0,1,1,1.0,shown
activation_retention,2025-W04,collaboration_adopter,True,0,1,1,1.0,shown
activation_retention,2025-W05,collaboration_adopter,True,0,2,2,1.0,shown
activation_retention,2025-W07,collaboration_adopter,True,0,1,1,1.0,shown
activation_retention,2025-W08,collaboration_adopter,True,0,2,2,1.0,shown
activation_retention,2025-W03,collaboration_adopter,False,1,1,0,0.0,shown
activation_retention,2025-W05,collaboration_adopter,False,1,1,1,1.0,shown
activation_retention,2025-W06,collaboration_adopter,False,1,1,1,1.0,shown
activation_retention,2025-W02,collaboration_adopter,True,1,2,2,1.0,shown
activation_retention,2025-W03,collaboration_adopter,True,1,1,1,1.0,shown
activation_retention,2025-W04,collaboration_adopter,True,1,1,1,1.0,shown
activation_retention,2025-W05,collaboration_adopter,True,1,2,2,1.0,shown
activation_retention,2025-W07,collaboration_adopter,True,1,1,1,1.0,shown
activation_retention,2025-W08,collaboration_adopter,True,1,2,2,1.0,shown
activation_retention,2025-W03,collaboration_adopter,False,2,1,0,0.0,shown
activation_retention,2025-W05,collaboration_adopter,False,2,1,1,1.0,shown
activation_retention,2025-W06,collaboration_adopter,False,2,1,0,0.0,shown
activation_retention,2025-W02,collaboration_adopter,True,2,2,2,1.0,shown
activation_retention,2025-W03,collaboration_adopter,True,2,1,1,1.0,shown
activation_retention,2025-W04,collaboration_adopter,True,2,1,1,1.0,shown
activation_retention,2025-W05,collaboration_adopter,True,2,2,2,1.0,shown
activation_retention,2025-W07,collaboration_adopter,True,2,1,1,1.0,shown
activation_retention,2025-W08,collaboration_adopter,True,2,2,2,1.0,shown
activation_retention,2025-W03,collaboration_adopter,False,3,1,0,0.0,shown
activation_retention,2025-W05,collaboration_adopter,False,3,1,0,0.0,shown
activation_retention,2025-W06,collaboration_adopter,False,3,1,0,0.0,shown
activation_retention,2025-W02,collaboration_adopter,True,3,2,2,1.0,shown
activation_retention,2025-W03,collaboration_adopter,True,3,1,0,0.0,shown
activation_retention,2025-W04,collaboration_adopter,True,3,1,1,1.0,shown
activation_retention,2025-W05,collaboration_adopter,True,3,2,1,0.5,shown
activation_retention,2025-W07,collaboration_adopter,True,3,1,1,1.0,shown
activation_retention,2025-W08,collaboration_adopter,True,3,2,1,0.5,shown
activation_retention,2025-W03,collaboration_adopter,False,4,1,0,0.0,shown
activation_retention,2025-W05,collaboration_adopter,False,4,1,0,0.0,shown
activation_retention,2025-W06,collaboration_adopter,False,4,1,0,0.0,shown
activation_retention,2025-W02,collaboration_adopter,True,4,2,1,0.5,shown
activation_retention,2025-W03,collaboration_adopter,True,4,1,0,0.0,shown
activation_retention,2025-W04,collaboration_adopter,True,4,1,0,0.0,shown
activation_retention,2025-W05,collaboration_adopter,True,4,2,0,0.0,shown
activation_retention,2025-W07,collaboration_adopter,True,4,1,1,1.0,shown
activation_retention,2025-W08,collaboration_adopter,True,4,2,1,0.5,shown
activation_retention,2025-W03,collaboration_adopter,False,5,1,0,0.0,shown
activation_retention,2025-W05,collaboration_adopter,False,5,1,0,0.0,shown
activation_retention,2025-W06,collaboration_adopter,False,5,1,0,0.0,shown
activation_retention,2025-W02,collaboration_adopter,True,5,2,0,0.0,shown
activation_retention,2025-W03,collaboration_adopter,True,5,1,0,0.0,shown
activation_retention,2025-W04,collaboration_adopter,True,5,1,0,0.0,shown
activation_retention,2025-W05,collaboration_adopter,True,5,2,0,0.0,shown
activation_retention,2025-W07,collaboration_adopter,True,5,1,1,1.0,shown
activation_retention,2025-W08,collaboration_adopter,True,5,2,0,0.0,shown
activation_retention,2025-W03,collaboration_adopter,False,6,1,0,0.0,shown
activation_retention,2025-W05,collaboration_adopter,False,6,1,0,0.0,shown
activation_retention,2025-W06,collaboration_adopter,False,6,1,0,0.0,shown
activation_retention,2025-W02,collaboration_adopter,True,6,2,0,0.0,shown
activation_retention,2025-W03,collaboration_adopter,True,6,1,0,0.0,shown
activation_retention,2025-W04,collaboration_adopter,True,6,1,0,0.0,shown
activation_retention,2025-W05,collaboration_adopter,True,6,2,0,0.0,shown
activation_retention,2025-W07,collaboration_adopter,True,6,1,0,0.0,shown
activation_retention,2025-W08,collaboration_adopter,True,6,2,0,0.0,shown
activation_retention,2025-W03,collaboration_adopter,False,7,1,0,0.0,shown
activation_retention,2025-W05,collaboration_adopter,False,7,1,0,0.0,shown
activation_retention,2025-W06,collaboration_adopter,False,7,1,0,0.0,shown
activation_retention,2025-W02,collaboration_adopter,True,7,2,0,0.0,shown
activation_retention,2025-W03,collaboration_adopter,True,7,1,0,0.0,shown
activation_retention,2025-W04,collaboration_adopter,True,7,1,0,0.0,shown
activation_retention,2025-W05,collaboration_adopter,True,7,2,0,0.0,shown
activation_retention,2025-W07,collaboration_adopter,True,7,1,0,0.0,shown
activation_retention,2025-W08,collaboration_adopter,True,7,2,0,0.0,shown
activation_retention,2025-W03,collaboration_adopter,False,8,1,0,0.0,shown
activation_retention,2025-W05,collaboration_adopter,False,8,1,0,0.0,shown
activation_retention,2025-W06,collaboration_adopter,False,8,1,0,0.0,shown
activation_retention,2025-W02,collaboration_adopter,True,8,2,0,0.0,shown
activation_retention,2025-W03,collaboration_adopter,True,8,1,0,0.0,shown
activation_retention,2025-W04,collaboration_adopter,True,8,1,0,0.0,shown
activation_retention,2025-W05,collaboration_adopter,True,8,2,0,0.0,shown
activation_retention,2025-W07,collaboration_adopter,True,8,1,0,0.0,shown
activation_retention,2025-W08,collaboration_adopter,True,8,2,0,0.0,shown
activation_retention,2025-W05,company_size_band,11-50,0,1,1,1.0,shown
activation_retention,2025-W07,company_size_band,11-50,0,1,1,1.0,shown
activation_retention,2025-W02,company_size_band,2-10,0,2,2,1.0,shown
activation_retention,2025-W03,company_size_band,2-10,0,1,1,1.0,shown
activation_retention,2025-W08,company_size_band,2-10,0,1,1,1.0,shown
activation_retention,2025-W04,company_size_band,51-200,0,1,1,1.0,shown
activation_retention,2025-W05,company_size_band,51-200,0,1,1,1.0,shown
activation_retention,2025-W03,company_size_band,solo,0,1,1,1.0,shown
activation_retention,2025-W05,company_size_band,solo,0,1,1,1.0,shown
activation_retention,2025-W06,company_size_band,solo,0,1,1,1.0,shown
activation_retention,2025-W08,company_size_band,solo,0,1,1,1.0,shown
activation_retention,2025-W05,company_size_band,11-50,1,1,1,1.0,shown
activation_retention,2025-W07,company_size_band,11-50,1,1,1,1.0,shown
activation_retention,2025-W02,company_size_band,2-10,1,2,2,1.0,shown
activation_retention,2025-W03,company_size_band,2-10,1,1,1,1.0,shown
activation_retention,2025-W08,company_size_band,2-10,1,1,1,1.0,shown
activation_retention,2025-W04,company_size_band,51-200,1,1,1,1.0,shown
activation_retention,2025-W05,company_size_band,51-200,1,1,1,1.0,shown
activation_retention,2025-W03,company_size_band,solo,1,1,0,0.0,shown
activation_retention,2025-W05,company_size_band,solo,1,1,1,1.0,shown
activation_retention,2025-W06,company_size_band,solo,1,1,1,1.0,shown
activation_retention,2025-W08,company_size_band,solo,1,1,1,1.0,shown
activation_retention,2025-W05,company_size_band,11-50,2,1,1,1.0,shown
activation_retention,2025-W07,company_size_band,11-50,2,1,1,1.0,shown
activation_retention,2025-W02,company_size_band,2-10,2,2,2,1.0,shown
activation_retention,2025-W03,company_size_band,2-10,2,1,1,1.0,shown
activation_retention,2025-W08,company_size_band,2-10,2,1,1,1.0,shown
activation_retention,2025-W04,company_size_band,51-200,2,1,1,1.0,shown
activation_retention,2025-W05,company_size_band,51-200,2,1,1,1.0,shown
activation_retention,2025-W03,company_size_band,solo,2,1,0,0.0,shown
activation_retention,2025-W05,company_size_band,solo,2,1,1,1.0,shown
activation_retention,2025-W06,company_size_band,solo,2,1,0,0.0,shown
activation_retention,2025-W08,company_size_band,solo,2,1,1,1.0,shown
activation_retention,2025-W05,company_size_band,11-50,3,1,0,0.0,shown
activation_retention,2025-W07,company_size_band,11-50,3,1,1,1.0,shown
activation_retention,2025-W02,company_size_band,2-10,3,2,2,1.0,shown
activation_retention,2025-W03,company_size_band,2-10,3,1,0,0.0,shown
activation_retention,2025-W08,company_size_band,2-10,3,1,1,1.0,shown
activation_retention,2025-W04,company_size_band,51-200,3,1,1,1.0,shown
activation_retention,2025-W05,company_size_band,51-200,3,1,1,1.0,shown
activation_retention,2025-W03,company_size_band,solo,3,1,0,0.0,shown
activation_retention,2025-W05,company_size_band,solo,3,1,0,0.0,shown
activation_retention,2025-W06,company_size_band,solo,3,1,0,0.0,shown
activation_retention,2025-W08,company_size_band,solo,3,1,0,0.0,shown
activation_retention,2025-W05,company_size_band,11-50,4,1,0,0.0,shown
activation_retention,2025-W07,company_size_band,11-50,4,1,1,1.0,shown
activation_retention,2025-W02,company_size_band,2-10,4,2,1,0.5,shown
activation_retention,2025-W03,company_size_band,2-10,4,1,0,0.0,shown
activation_retention,2025-W08,company_size_band,2-10,4,1,1,1.0,shown
activation_retention,2025-W04,company_size_band,51-200,4,1,0,0.0,shown
activation_retention,2025-W05,company_size_band,51-200,4,1,0,0.0,shown
activation_retention,2025-W03,company_size_band,solo,4,1,0,0.0,shown
activation_retention,2025-W05,company_size_band,solo,4,1,0,0.0,shown
activation_retention,2025-W06,company_size_band,solo,4,1,0,0.0,shown
activation_retention,2025-W08,company_size_band,solo,4,1,0,0.0,shown
activation_retention,2025-W05,company_size_band,11-50,5,1,0,0.0,shown
activation_retention,2025-W07,company_size_band,11-50,5,1,1,1.0,shown
activation_retention,2025-W02,company_size_band,2-10,5,2,0,0.0,shown
activation_retention,2025-W03,company_size_band,2-10,5,1,0,0.0,shown
activation_retention,2025-W08,company_size_band,2-10,5,1,0,0.0,shown
activation_retention,2025-W04,company_size_band,51-200,5,1,0,0.0,shown
activation_retention,2025-W05,company_size_band,51-200,5,1,0,0.0,shown
activation_retention,2025-W03,company_size_band,solo,5,1,0,0.0,shown
activation_retention,2025-W05,company_size_band,solo,5,1,0,0.0,shown
activation_retention,2025-W06,company_size_band,solo,5,1,0,0.0,shown
activation_retention,2025-W08,company_size_band,solo,5,1,0,0.0,shown
activation_retention,2025-W05,company_size_band,11-50,6,1,0,0.0,shown
activation_retention,2025-W07,company_size_band,11-50,6,1,0,0.0,shown
activation_retention,2025-W02,company_size_band,2-10,6,2,0,0.0,shown
activation_retention,2025-W03,company_size_band,2-10,6,1,0,0.0,shown
activation_retention,2025-W08,company_size_band,2-10,6,1,0,0.0,shown
activation_retention,2025-W04,company_size_band,51-200,6,1,0,0.0,shown
activation_retention,2025-W05,company_size_band,51-200,6,1,0,0.0,shown
activation_retention,2025-W03,company_size_band,solo,6,1,0,0.0,shown
activation_retention,2025-W05,company_size_band,solo,6,1,0,0.0,shown
activation_retention,2025-W06,company_size_band,solo,6,1,0,0.0,shown
activation_retention,2025-W08,company_size_band,solo,6,1,0,0.0,shown
activation_retention,2025-W05,company_size_band,11-50,7,1,0,0.0,shown
activation_retention,2025-W07,company_size_band,11-50,7,1,0,0.0,shown
activation_retention,2025-W02,company_size_band,2-10,7,2,0,0.0,shown
activation_retention,2025-W03,company_size_band,2-10,7,1,0,0.0,shown
activation_retention,2025-W08,company_size_band,2-10,7,1,0,0.0,shown
activation_retention,2025-W04,company_size_band,51-200,7,1,0,0.0,shown
activation_retention,2025-W05,company_size_band,51-200,7,1,0,0.0,shown
activation_retention,2025-W03,company_size_band,solo,7,1,0,0.0,shown
activation_retention,2025-W05,company_size_band,solo,7,1,0,0.0,shown
activation_retention,2025-W06,company_size_band,solo,7,1,0,0.0,shown
activation_retention,2025-W08,company_size_band,solo,7,1,0,0.0,shown
activation_retention,2025-W05,company_size_band,11-50,8,1,0,0.0,shown
activation_retention,2025-W07,company_size_band,11-50,8,1,0,0.0,shown
